table_name,table,labels,domain,domains,page_title,section_title,headers
15463663-1,"[[[[0, 1], [932025, 'Homestead ; reissued by Domino in 2007']], [[1, 1], [932025, 'Homestead']], [[2, 1], [932025, 'Homestead ; reissued by Domino in 2006']], [[3, 1], [144539, 'Sub Pop (SP192)']], [[4, 1], [144539, 'Sub Pop (SP260)']], [[5, 1], [144539, 'Sub Pop (SP370)']], [[6, 1], [144539, 'Sub Pop (SP420)/ Sire']], [[7, 1], [2613337, 'Joyful Noise']]]]","[['music.record_label', 'business.business_operation']]",music,"{'business', 'organization', 'music'}",sebadoh discography,studio albums / compilations,['label']
15463663-3,"[[[[2, 0], [932025, 'Homestead (HMS 165-7)']], [[3, 0], [3474693, 'Siltbreeze (SB 009)']], [[5, 0], [425705, 'Domino (WIGLP2)']], [[6, 0], [425705, 'Domino (WIGLP3)']], [[7, 0], [144539, 'Sub Pop / Domino']], [[8, 0], [425705, 'Domino (RUG17T)']], [[9, 0], [144539, 'Sub Pop / Domino']], [[10, 0], [144539, 'Sub Pop / Domino']], [[11, 0], [6883532, 'City Slang']], [[12, 0], [3895655, 'Shock Records']], [[13, 0], [425705, 'Domino']], [[14, 0], [144539, 'Sub Pop (SP367)']], [[15, 0], [425705, 'Domino / City Slang']], [[16, 0], [144539, 'Sub Pop / Domino / City Slang']], [[17, 0], [144539, 'Sub Pop']], [[18, 0], [425705, 'Domino / City Slang / Warner Bros.']], [[19, 0], [425705, 'Domino / City Slang']], [[20, 0], [144539, 'Sub Pop']]]]","[['music.record_label', 'business.business_operation']]",music,"{'business', 'organization', 'music'}",sebadoh discography,eps / singles,['label']
1546466-1,"[[[[0, 0], [70500, 'Tenor']], [[1, 0], [70502, 'Baritone']], [[6, 0], [70393, 'Countertenor']], [[10, 0], [69346, 'Soprano']], [[11, 0], [21438575, 'Bass']], [[12, 0], [180149, 'Mezzo-soprano']]]]",[['music.performance_role']],music,"{'people', 'music'}",death in venice (opera),roles,['voice type']
154691-1,"[[[[0, 1], [200142, 'Elektra']], [[1, 1], [200142, 'Elektra']], [[2, 1], [200142, 'Elektra']], [[3, 1], [200142, 'Elektra']], [[4, 1], [200142, 'Elektra']], [[5, 1], [200142, 'Elektra']]]]","[['music.record_label', 'business.business_operation']]",music,"{'business', 'organization', 'music'}",bread (band),studio albums,['label']
1547317-1,"[[[[0, 0], [41977, 'The Buggles']], [[2, 0], [14995351, 'Michael Jackson']], [[5, 0], [216073, 'KC and the Sunshine Band']], [[7, 0], [42010, 'Queen']], [[14, 0], [242649, 'Split Enz']], [[22, 0], [11523647, 'Rocky Burnette']], [[24, 0], [393305, 'The Vapors']], [[26, 0], [23416939, 'The Village People']], [[30, 0], [627929, 'Lipps Inc']], [[32, 0], [290568, 'Genghis Khan']], [[38, 0], [154695, 'Diana Ross']], [[42, 0], [1036328, 'Leo Sayer']], [[44, 0], [72336, 'Barbra Streisand']], [[46, 0], [762843, 'Joe Dolce Music Theatre']]]]",[['broadcast.artist']],music,"{'broadcast', 'music'}",list of number-one singles in australia during the 1980s,1980 (kent music report),['artist']
1547317-3,"[[[[0, 0], [20451, 'Men at Work']], [[4, 0], [36646, 'Lindsey Buckingham']], [[7, 0], [173989, 'Soft Cell']], [[10, 0], [909499, 'The J. Geils Band']], [[11, 0], [488129, 'Moving Pictures']], [[17, 0], [359520, 'Joan Jett and the Blackhearts']], [[22, 0], [24856654, 'Toni Basil']], [[24, 0], [2646765, 'Charlene']], [[30, 0], [170483, 'A Flock of Seagulls']], [[32, 0], [158971, 'Adam Ant']], [[34, 0], [718654, 'Ray Parker, Jr.']], [[35, 0], [638360, 'Steve Miller Band']], [[37, 0], [1009975, 'Survivor']], [[43, 0], [152094, 'Dexys Midnight Runners']], [[48, 0], [585878, 'Musical Youth']], [[51, 0], [154309, 'Culture Club']]]]",[['broadcast.artist']],music,"{'broadcast', 'music'}",list of number-one singles in australia during the 1980s,1982 (kent music report),['artist']
1547317-7,"[[[[0, 0], [149481, 'Midnight Oil']], [[2, 0], [151874, 'Starship']], [[6, 0], [1105762, 'Feargal Sharkey']], [[8, 0], [167293, 'Dionne Warwick with Gladys Knight , Elton John & Stevie Wonder']], [[9, 0], [172794, 'Billy Ocean']], [[15, 0], [154695, 'Diana Ross']], [[18, 0], [52263, 'Cliff Richard and The Young Ones']], [[24, 0], [327602, 'Robert Palmer']], [[26, 0], [291498, 'Samantha Fox']], [[27, 0], [34071, 'Whitney Houston']], [[30, 0], [142056, 'Madonna']], [[36, 0], [90644, 'Bananarama']], [[43, 0], [450329, 'John Farnham']], [[50, 0], [762841, 'Pseudo Echo']]]]",[['broadcast.artist']],broadcast,"{'broadcast', 'music'}",list of number-one singles in australia during the 1980s,1986 (kent music report),['artist']
15474224-1,"[[[[0, 0], [69346, 'soprano']], [[1, 0], [180149, 'mezzo-soprano']], [[3, 0], [70500, 'tenor']], [[4, 0], [21438575, 'bass']], [[6, 0], [70502, 'baritone']]]]",[['music.performance_role']],music,{'music'},la reine de saba,roles,['voice type']
15482917-3,"[[[[0, 0], [2830334, 'Chicken Parmesan with garlic bread and a glass of wine ($320)']], [[1, 0], [10885, 'A bowl of french fries ($120)']], [[3, 0], [344490, 'Nachos with guacamole and salsa (Mystery item) ($160)']]]]",[['food.food']],food,{'food'},survivor: tocantins,"episode 11: ""the ultimate sacrifice""",['item(s)']
15484028-4,"[[[[0, 0], [4028844, 'Shawn Phillips']], [[1, 0], [426486, 'Jim Capaldi']], [[2, 0], [1877631, 'Chris Wood']]]]",[['music.composer']],music,"{'film', 'people', 'music'}",traffic discography,guest appearances as a group,['artist']
15486086-2,"[[[[0, 0], [4742612, 'Canadian RPM Adult Contemporary number-one single (Anne Murray version) February 23 - March 3, 1974 (2 weeks)']], [[1, 0], [4742612, 'Canadian RPM Country Tracks number-one single (Anne Murray version) March 2–9, 1974 (2 weeks)']], [[2, 0], [4742612, 'Canadian RPM number-one single (Anne Murray version) March 16, 1974']]]]",[['book.periodical']],book,{'book'},a love song (loggins and messina song),external links,"['us billboard easy listening singles number-one single (anne murray version) february 9, 1974']"
34404379-1,"[[[[2, 1], [34472238, 'Miroslav Šindelka']], [[3, 1], [4757188, 'Martin Šulík']], [[6, 1], [34445095, 'Peter Bebjak']]], [[[0, 2], [1806737, 'Czechoslovakia']], [[1, 2], [5321, 'Czech Republic']], [[2, 2], [26830, 'Czech Republic Slovakia']]]]","[['film.director'], ['location.country', 'location.location']]",film,"{'film', 'location', 'people'}",szidi tobias,cinema,"['director', 'production']"
34406912-1,"[[[[1, 1], [30889475, 'Michel Hazanavicius']], [[2, 1], [557996, 'Alexander Payne , Nat Faxon , and Jim Rash']], [[3, 1], [158889, 'George Clooney , Grant Heslov , and Beau Willimon']], [[4, 1], [29092478, 'J.C. Chandor']], [[5, 1], [17917, 'Lars von Trier']], [[6, 1], [2620698, 'Steven Zaillian , Aaron Sorkin , and Stan Chervin']], [[7, 1], [32901, 'Woody Allen']], [[8, 1], [650755, 'Lynne Ramsay and Rory Kinnear']], [[10, 1], [5818817, 'Chris Terrio']], [[11, 1], [25169, 'Quentin Tarantino']], [[12, 1], [358894, 'Tony Kushner']], [[13, 1], [419280, 'Paul Thomas Anderson']], [[14, 1], [2101649, 'David O. Russell']], [[15, 1], [18453299, 'Mark Boal']]]]",[['film.writer']],film,"{'film', 'people'}",aacta international award for best screenplay,2010s,['screenwriter(s)']
3441178-1,"[[[[0, 0], [489554, 'Precededby Roy Thomas']], [[1, 0], [841238, 'Precededby Roger Stern']], [[2, 0], [1393530, 'Precededby Walt Simonson']]], [[[0, 1], [817441, 'Succeededby Doug Moench']], [[1, 1], [1393530, 'Succeededby Walt Simonson']], [[2, 1], [75920, 'Succeededby John Byrne']]]]","[['book.author'], ['book.author']]",book,"{'people', 'book'}",ralph macchio (comics),external links,"['precededby david anthony kraft , roger slifer', 'succeededby tom defalco']"
3441598-1,"[[[[0, 1], [25428, 'Roman Polanski']], [[1, 1], [361020, 'Sofia Coppola']], [[2, 1], [557996, 'Alexander Payne']], [[3, 1], [18949253, 'Ang Lee']], [[4, 1], [3381756, 'Todd Field']], [[5, 1], [3759507, 'Andrew Dominik']], [[6, 1], [219217, 'Gus Van Sant']], [[7, 1], [213495, 'Kathryn Bigelow']]]]","[['film.director', 'film.writer']]",film,"{'film', 'people'}",san francisco film critics circle award for best film,2000s,['director']
3441598-2,"[[[[0, 1], [8079, 'David Fincher']], [[1, 1], [80658, 'Terrence Malick']], [[2, 1], [419280, 'Paul Thomas Anderson']]]]","[['film.director', 'film.producer']]",film,"{'film', 'people'}",san francisco film critics circle award for best film,2010s,['director']
3441629-2,"[[[[0, 0], [170409, 'Colin Firth']], [[1, 0], [213163, 'Gary Oldman']], [[2, 0], [178826, 'Joaquin Phoenix']]]]",[['film.producer']],film,"{'film', 'tv', 'people', 'music'}",san francisco film critics circle award for best actor,2010s,['winner']
3441685-2,"[[[[0, 0], [173294, 'Darren Aronofsky']], [[1, 0], [8079, 'David Fincher']], [[2, 0], [80658, 'Terrence Malick']], [[3, 0], [213495, 'Kathryn Bigelow']]]]","[['film.director', 'film.producer']]",film,"{'film', 'people'}",san francisco film critics circle award for best director,2010s,['winner']
34417226-2,"[[[[0, 0], [215554, 'Usher']], [[1, 0], [83688, 'Beyoncé']], [[2, 0], [210453, 'The Black Eyed Peas']], [[3, 0], [169408, 'Nelly']], [[4, 0], [192481, '50 Cent']], [[5, 0], [59720, 'Alicia Keys']], [[6, 0], [162870, 'Jay-Z']], [[7, 0], [19499, 'Mariah Carey']], [[8, 0], [2110323, 'Rihanna']]]]","[['broadcast.artist', 'music.lyricist']]",music,"{'broadcast', 'music'}",list of billboard hot 100 number-one singles of the 2000s,artists by total number of weeks at number one,['artist']
34417226-3,"[[[[0, 0], [215554, 'Usher']], [[1, 0], [83688, 'Beyoncé']], [[2, 0], [2110323, 'Rihanna']], [[3, 0], [19499, 'Mariah Carey']], [[4, 0], [59720, 'Alicia Keys']], [[5, 0], [159966, 'Ludacris']], [[6, 0], [169408, 'Nelly']], [[7, 0], [69323, 'Justin Timberlake']]]]","[['broadcast.artist', 'music.lyricist', 'music.composer']]",music,"{'film', 'people', 'tv', 'broadcast', 'music'}",list of billboard hot 100 number-one singles of the 2000s,artists by total number-one singles,['artist']
34417226-4,"[[[[0, 1], [19499, 'Mariah Carey']], [[1, 1], [215554, 'Usher featuring Lil Jon and Ludacris']], [[2, 1], [13994263, 'Flo Rida featuring T-Pain']], [[3, 1], [159344, 'Nickelback']], [[4, 1], [210453, 'The Black Eyed Peas']], [[5, 1], [59720, 'Alicia Keys']], [[7, 1], [1496774, 'Mario']], [[8, 1], [523032, 'Kanye West featuring Jamie Foxx']], [[9, 1], [401017, 'Timbaland featuring OneRepublic']]]]","[['broadcast.artist', 'music.lyricist']]",music,"{'broadcast', 'music'}",list of billboard hot 100 number-one singles of the 2000s,top 10 songs,['artist(s)']
34417226-5,"[[[[0, 1], [19499, 'Mariah Carey']], [[1, 1], [210453, 'The Black Eyed Peas']], [[2, 1], [4429395, 'Eminem']], [[3, 1], [215554, 'Usher featuring Lil Jon & Ludacris']], [[5, 1], [169410, ""Destiny's Child""]], [[6, 1], [83688, 'Beyoncé']], [[7, 1], [13994263, 'Flo Rida & T-Pain']], [[8, 1], [148341, 'Santana featuring The Product G&B']], [[9, 1], [169408, 'Nelly featuring Kelly Rowland']], [[10, 1], [215829, 'Ashanti']], [[11, 1], [523032, 'Kanye West featuring Jamie Foxx']]]]",[['broadcast.artist']],music,"{'broadcast', 'music'}",list of billboard hot 100 number-one singles of the 2000s,songs by total number of weeks at number one,['artist(s)']
3442339-9,"[[[[0, 0], [438447, 'Annette Bening']], [[1, 0], [63390, 'Meryl Streep']], [[2, 0], [158448, 'Rachel Weisz']]]]","[['celebrities.celebrity', 'theater.theater_actor']]",film,"{'film', 'theater', 'celebrities', 'people', 'tv'}",new york film critics circle award for best actress,2010s,['winner']
34428309-1,"[[[[0, 0], [2121760, 'San Antonio Express-News']], [[1, 0], [199363, 'Kansas City Star']], [[2, 0], [8883251, 'The Citizen (Laconia)']]]]",[['book.periodical']],book,{'book'},"newspaper endorsements in the united states presidential primaries, 2012",,['newspaper']
34428309-3,"[[[[0, 0], [98937, 'The State (Columbia)']], [[1, 0], [30068, 'The Boston Globe']], [[2, 0], [8883251, 'The Citizen (Laconia)']], [[3, 0], [852431, 'Concord Monitor']], [[4, 0], [1083134, 'The Keene Sentinel']], [[5, 0], [9340825, 'Valley News (White River Junction)']]]]",[['book.periodical']],book,{'book'},"newspaper endorsements in the united states presidential primaries, 2012",,['newspaper']
34428309-4,"[[[[0, 0], [33231269, 'NJToday.net (Elizabeth)']], [[1, 0], [1773233, 'Independent Florida Alligator (University of Florida)']], [[4, 0], [58411385, 'Coos County Democrat (Lancaster)']], [[5, 0], [2703740, 'The Daily Iowan (University of Iowa)']]]]",[['book.periodical']],book,{'book'},"newspaper endorsements in the united states presidential primaries, 2012",,['newspaper']
34431022-2,"[[[[1, 1], [39202, 'Telugu']], [[2, 1], [29919, 'Tamil']], [[3, 1], [29919, 'Tamil']], [[4, 1], [29919, 'Tamil']], [[5, 1], [37299, 'Malayalam']]], [[[1, 2], [7008703, 'Best Music Director']], [[2, 2], [9711354, 'Best Music Director']], [[3, 2], [9711354, 'Best Music Director']], [[4, 2], [9711354, 'Best Music Director']], [[5, 2], [26472458, 'Best Music Director']], [[8, 2], [21633795, 'Best Lyricist']]]]","[['language.human_language'], ['award.award_category']]",film,"{'film', 'award', 'language'}",list of awards and nominations received by ilaiyaraaja,filmfare awards south,"['language', 'category']"
34431022-6,"[[[[0, 1], [39202, 'Telugu']], [[1, 1], [29919, 'Tamil']], [[2, 1], [39202, 'Telugu']], [[3, 1], [37299, 'Malayalam']]]]",[['language.human_language']],film,"{'film', 'language'}",list of awards and nominations received by ilaiyaraaja,national film awards,['language']
34431641-1,"[[[[0, 1], [205968, 'Released: 22 October 1984 Label: ZTT Formats: CD , cassette , LP']], [[1, 1], [1002769, 'Released: 1986 Label: China , Chrysalis Formats: CD, cassette, LP']], [[3, 1], [201370, 'Released: 3 October 1989 Label: China, Polydor Formats: CD, cassette, LP']], [[4, 1], [1184481, 'Released: September 1999 Label: ZTT, Universal Formats: CD, MD']]]]","[['music.record_label', 'business.business_operation']]",music,"{'business', 'organization', 'music'}",art of noise discography,studio albums,['album details album details']
33893115-2,"[[[[1, 2], [67379, 'Liebestraum by Franz Liszt']], [[3, 2], [1597515, 'Malaguena by Ernesto Lecuona']], [[4, 2], [23875930, 'The Master and Margarita (soundtrack) by Igor Kornelyuk']], [[5, 2], [54764, 'Evita by Andrew Lloyd Webber']], [[10, 2], [15208, 'Asturias by Isaac Albéniz']], [[11, 2], [75847, 'Sheherazade by Nikolai Rimski-Korsakov']]]]","[['film.music_contributor', 'music.composer']]",music,"{'film', 'people', 'music'}",list of 2010–11 figure skating season music,ladies,['free skating']
33900061-20,"[[[[0, 1], [591747, 'Alex Lloyd , Alan Pigram, Stephen Pigram']], [[2, 1], [12269292, 'David Hirschfelder']], [[3, 1], [1490821, 'Burkhard Dallwitz']]]]","[['music.writer', 'film.music_contributor', 'music.composer']]",music,"{'film', 'people', 'music'}",apra music awards of 2011,feature film score of the year,['composer']
33900061-5,"[[[[0, 1], [88923, 'Calvin Broadus , Katheryn Hudson , Martin Sandberg , Lukasz Gottwald , Bonnie McKee , Benjamin Levin , Brian Wilson , Michael Love']], [[1, 1], [23890196, 'Adam Young']], [[2, 1], [2672137, 'Patrick Monahan , Amund Bjørklund , Espen Lind']], [[3, 1], [1982061, 'Will Adams']], [[4, 1], [215566, 'Alecia Moore , Martin Sandberg, Johan Schuster']]]]","[['music.lyricist', 'music.composer']]",music,"{'people', 'music'}",apra music awards of 2011,international work of the year,['writer(s)']
33917576-1,"[[[[0, 0], [22371588, 'Raoul Schrott and Wend Kässens']], [[2, 0], [11020595, 'Roger Willemsen']], [[3, 0], [3989224, 'Wilhelm Genazino']]]]",[['book.author']],book,"{'people', 'book'}",guntram and irene rinke foundation,rinke prize winners,['winner']
33920499-1,"[[[[0, 0], [11735436, 'Chaz Thorne , Clement Virgo']], [[4, 0], [5927544, 'Thom Fitzgerald']], [[5, 0], [38283377, 'Jason Buxton']]]]","[['film.director', 'film.producer']]",film,"{'film', 'people'}",michael weir foundation for the arts,atlantic film festival michael weir award for outstanding atlantic screenplay,['winner']
33923731-1,"[[[[1, 0], [18667238, 'Suresh Krishna']], [[3, 0], [1355575, 'Upendra']], [[4, 0], [28025105, 'Doddanna']]]]",[['film.director']],film,"{'film', 'people'}",katari veera surasundarangi,accolades,['nominee']
9366355-5,"[[[[1, 0], [3547288, '""De-Orbit Burn"" (remix) (with Scanner )']], [[2, 0], [174345, '""Stereo Specific Polymerization"" (Mad Psychotic Hyper-Accelerated Lower East Side mix) (with DJ Spooky )']], [[3, 0], [154247, '""Hymn"" (with Eddie Vedder )']]], [[[0, 1], [1588570, 'Grass']], [[2, 1], [6846299, 'Mille Plateaux']], [[3, 1], [222289, 'Rykodisc']], [[5, 1], [19235994, 'Loosegroove']]]]","[['music.producer', 'film.music_contributor', 'music.composer'], ['music.record_label']]",music,"{'film', 'people', 'business', 'organization', 'music'}",hovercraft (band),other appearances,"['song', 'label']"
936914-1,"[[[[2, 1], [19446546, 'Uprising Records']], [[3, 1], [19446546, 'Uprising Records']], [[4, 1], [19446546, 'Uprising Records']], [[5, 1], [19446546, 'Uprising Records']]]]",[['music.record_label']],music,"{'business', 'organization', 'music'}",concord dawn,discography,['label']
9379396-7,"[[[[0, 1], [18309966, 'U.S. Billboard Christian Albums number-one album September 13, 2003 – September 27, 2003']], [[1, 1], [18309966, 'U.S. Billboard Christian Albums number-one album October 4, 2003 – October 18, 2003']], [[2, 1], [18309966, 'U.S. Billboard Christian Albums number-one album November 1, 2003 – November 22, 2003']]]]","[['book.periodical', 'award.award_presenting_organization']]",book,"{'award', 'book', 'music'}",almost there,chart procession and succession,"['u.s. billboard christian albums number-one album august 23, 2003 – september 6, 2003']"
9379396-8,"[[[[0, 0], [13190303, 'INO Records']], [[1, 0], [1071662, 'Sony']], [[2, 0], [13190303, 'INO Records']]]]",[['music.record_label']],music,"{'business', 'organization', 'music'}",almost there,release history,['label']
9382843-1,"[[[[0, 0], [21438575, 'bass']], [[1, 0], [70500, 'tenor']], [[2, 0], [69346, 'soprano']], [[3, 0], [180149, 'mezzo-soprano']], [[5, 0], [70502, 'baritone']]]]",[['music.performance_role']],music,{'music'},die drei pintos,roles,['voice type']
939983-1,"[[[[0, 1], [954072, 'Release date: April 15, 1997 Label: Audiogram Records Formats: CD']], [[1, 1], [93767, 'Release date: June 18, 2001 Label: Virgin Records / Grand Royal Formats: CD']], [[3, 1], [954072, 'Release date: October 19, 2010 Label: Audiogram Records Formats: CD, music download']]]]",[['music.record_label']],music,"{'business', 'organization', 'music'}",bran van 3000,studio albums,['details details']
19619547-1,"[[[[0, 1], [711707, 'Yuvan Shankar Raja']], [[1, 1], [3675294, 'Harris Jayaraj']], [[2, 1], [3675294, 'Harris Jayaraj']], [[3, 1], [22790859, 'Joshua Sridhar']], [[4, 1], [32920948, 'Dheena']], [[6, 1], [35569122, 'Vijay Ebenezer']], [[7, 1], [3675294, 'Harris Jayaraj']], [[8, 1], [711707, 'Yuvan Shankar Raja']], [[9, 1], [711707, 'Yuvan Shankar Raja']], [[10, 1], [711707, 'Yuvan Shankar Raja']], [[12, 1], [35569122, 'Vijay Ebenezer']], [[13, 1], [711707, 'Yuvan Shankar Raja']], [[14, 1], [3675294, 'Harris Jayaraj']], [[15, 1], [30939272, 'Sundar C Babu']], [[16, 1], [23922005, 'Thaman']], [[17, 1], [711707, 'Yuvan Shankar Raja']], [[18, 1], [21164476, 'Vijay Antony']], [[19, 1], [711707, 'Yuvan Shankar Raja']], [[20, 1], [1796075, 'Karthik Raja']], [[21, 1], [22556860, 'D. Imman']], [[22, 1], [3675294, 'Harris Jayaraj']], [[24, 1], [3675294, 'Harris Jayaraj']], [[25, 1], [222417, 'A. R. Rahman']], [[26, 1], [3675294, 'Harris Jayaraj']], [[27, 1], [4523451, 'Srikanth Deva']], [[28, 1], [4523451, 'Srikanth Deva']], [[29, 1], [4523451, 'Srikanth Deva']], [[30, 1], [28540186, 'Bobo Shashi']], [[31, 1], [3675294, 'Harris Jayaraj']], [[32, 1], [1639040, 'Deva']], [[33, 1], [22790859, 'Joshua Sridhar']], [[34, 1], [3675294, 'Harris Jayaraj']], [[35, 1], [3675294, 'Harris Jayaraj']]]]",[['film.music_contributor']],film,"{'film', 'people', 'music'}",krish (singer),filmography,['composer']
